filepath,class,split
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2700.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2701.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2721.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2726.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2729.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_273.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2730.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2731.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_274.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2742.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2744.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2754.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_276.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2763.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2778.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2781.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2784.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2786.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_279.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2797.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2798.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2799.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2805.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2808.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2811.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2819.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2824.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2825.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2833.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2836.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2843.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2864.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2870.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2872.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2875.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2896.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2903.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_291.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2911.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2922.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2925.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2932.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2938.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2956.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2963.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2974.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2983.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2985.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2988.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_2994.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3000.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3005.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3010.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3022.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3027.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3029.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_303.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3032.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3034.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3039.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3045.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3055.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3073.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3078.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3079.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3085.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3095.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3106.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3114.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3119.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3122.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3125.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3142.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3148.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3156.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3168.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3171.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3172.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3174.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3180.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3181.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3182.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3188.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3192.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3196.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3202.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3208.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3211.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3221.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3223.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3231.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3237.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3242.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3245.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3246.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3248.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3269.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3275.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3279.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3283.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3288.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3289.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3292.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3294.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3302.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3303.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3304.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3319.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3320.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3325.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3334.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3339.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3341.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_335.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3368.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_338.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3386.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3387.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3394.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3395.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3397.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_340.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3400.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3401.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3422.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3433.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3436.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3437.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3440.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3442.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3445.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3461.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3464.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3467.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3469.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3477.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3484.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3485.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3501.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3511.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3517.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3520.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3521.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3529.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3532.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3537.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_354.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3542.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3544.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3549.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3552.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3556.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_357.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3573.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3578.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3579.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_359.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3590.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3594.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3599.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_36.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3604.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3606.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3609.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3615.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3622.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3634.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3640.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3648.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3653.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3658.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3662.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3669.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_367.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3694.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3703.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3706.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3707.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3721.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3727.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3737.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3744.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3749.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_375.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3751.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3754.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_376.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3760.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3765.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3771.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3774.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_378.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3787.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3788.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3794.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3799.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3801.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3802.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3804.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3808.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3810.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3811.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3817.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3818.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3826.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3847.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3848.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3854.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3858.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3859.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3879.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3884.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3902.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3913.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3915.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3920.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3921.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3927.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3934.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_394.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3941.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3952.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3962.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3969.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3979.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3985.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_399.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_3993.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4018.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4027.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_403.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4038.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4042.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4044.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4052.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4053.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4055.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4064.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4065.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4068.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4075.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4076.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_408.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4092.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4097.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4098.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4115.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4116.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4128.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_413.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4131.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4132.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4135.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4138.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4139.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4144.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4173.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4192.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4194.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4198.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4211.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4215.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4218.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4221.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4241.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4247.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4263.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4268.png,normal,val
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\val\normal\Normal_4269.png,normal,val
